URN,LANAME,SCHNAME,OFSTEDRATING,STREET,LOCALITY,TOWN,ISPRIMARY,ISSECONDARY,ISPOST16,GENDER
101016,Wandsworth,Penwortham Primary School,Outstanding,Penwortham Road,,London,1,0,0,Mixed
101018,Wandsworth,Riversdale Primary School,Requires improvement,302a Merton Road,Wandsworth,London,1,0,0,Mixed
101019,Wandsworth,Sellincourt Primary School,Good,Sellincourt Road,Tooting,London,1,0,0,Mixed
101020,Wandsworth,Shaftesbury Park Primary School,Good,Ashbury Road,Battersea,London,1,0,0,Mixed
101021,Wandsworth,Smallwood Primary School and Language Unit,Good,Smallwood Road,Tooting,London,1,0,0,Mixed
101022,Wandsworth,Swaffield School,Good,St Ann's Hill,Wandsworth,London,1,0,0,Mixed
101024,Wandsworth,West Hill Primary School,Good,5 Merton Road,,London,1,0,0,Mixed
101026,Wandsworth,Sheringdale Primary School,Outstanding,Standen Road,Southfields,London,1,0,0,Mixed
101027,Wandsworth,Southmead Primary School,Good,Princes Way,Wimbledon Common,London,1,0,0,Mixed
101028,Wandsworth,Granard Primary School,Good,Cortis Road,,London,1,0,0,Mixed
101029,Wandsworth,Heathmere Primary School,Good,Alton Road,Roehampton,London,1,0,0,Mixed
101032,Wandsworth,Albemarle Primary School,Good,Princes Way,,London,1,0,0,Mixed
101034,Wandsworth,"All Saints' CofE Primary School, Putney",Good,Putney Common,Putney,London,1,0,0,Mixed
101035,Wandsworth,Christ Church CofE Primary School,Requires improvement,Batten Street,Battersea,London,1,0,0,Mixed
101036,Wandsworth,Holy Ghost Catholic Primary School,Good,Nightingale Square,Balham,London,1,0,0,Mixed
101037,Wandsworth,Our Lady of Victories Catholic Primary School,Good,1 Clarendon Drive,,London,1,0,0,Mixed
101038,Wandsworth,Roehampton Church Forest Primary School,Good,245 Roehampton Lane,Roehampton,London,1,0,0,Mixed
101041,Wandsworth,St Anne's CofE Primary School,Good,208 St Ann's Hill,Wandsworth,London,1,0,0,Mixed
101042,Wandsworth,St Boniface RC Primary School,Good,Undine Street,Tooting,London,1,0,0,Mixed
101043,Wandsworth,St Faith's CofE Primary School,Good,Alma Road,East Hill,London,1,0,0,Mixed
101044,Wandsworth,St George's CofE Primary School,Good,Corunna Road,Battersea,London,1,0,0,Mixed
101045,Wandsworth,St Joseph's Catholic Primary and Nursery School,Good,90 Oakhill Road,,London,1,0,0,Mixed
101046,Wandsworth,St Mary's CofE Primary School,Good,Felsham Road,Putney,London,1,0,0,Mixed
101047,Wandsworth,Trinity St Mary's CofE Primary School,Good,6 Balham Park Road,,London,1,0,0,Mixed
101048,Wandsworth,St Mary's RC Voluntary Aided Primary School,Good,7 St Josephs Street,,London,1,0,0,Mixed
101049,Wandsworth,St Michael's CofE Primary School,Good,Granville Road,Southfields,London,1,0,0,Mixed
101050,Wandsworth,"Sacred Heart Catholic Primary School, Roehampton",Good,Roehampton Lane,Roehampton,London,1,0,0,Mixed
101051,Wandsworth,Our Lady Queen of Heaven RC School,Outstanding,Victoria Drive,Southfields,London,1,0,0,Mixed
101052,Wandsworth,St Anselm's Catholic Primary School,Outstanding,Louisville Road,,London,1,0,0,Mixed
101053,Wandsworth,Ernest Bevin College,Good,Beechcroft Road,Tooting,London,0,1,1,Boys
101057,Wandsworth,Hillbrook School,Good,Hillbrook Road,Tooting,London,1,0,0,Mixed
101064,Wandsworth,Ibstock Place School,,Clarence Lane,Roehampton,London,1,1,1,Mixed
101065,Wandsworth,Merlin School,Good,4 Carlton Drive,Putney,London,1,0,0,Mixed
101067,Wandsworth,Hurlingham School,,122 Putney Bridge Road,,London,1,0,0,Mixed
101069,Merton,Willington School,,Worcester Road,Wimbledon,London,1,0,0,Mixed
101071,Wandsworth,Emanuel School,,Battersea Rise,,London,1,1,1,Mixed
101073,Lambeth,London Steiner School,Requires improvement,9 Weir Road,,London,1,1,0,Mixed
101074,Wandsworth,Broomwood Hall School,,68-74 Nightingale Lane,,London,1,1,0,Mixed
101075,Wandsworth,The Roche School,,11 Frogmore,Wandsworth,London,1,0,0,Mixed
101078,Wandsworth,Hornsby House School,,Hearnville Road,London,London,1,0,0,Mixed
101080,Wandsworth,Eveline Day School,,Swan House,207 Balham High Road,London,1,0,0,Mixed
101081,Wandsworth,Prospect House School,,75 Putney Hill,,London,1,0,0,Mixed
101082,Wandsworth,Newton Preparatory School,,149 Battersea Park Road,,London,1,1,0,Mixed
101084,Wandsworth,Dolphin School (Incorporating Noahs Ark Nursery Schools),,106 Northcote Road,Battersea,London,1,0,0,Mixed
101088,Wandsworth,Eaton House the Manor School,,The Manor,58 Clapham Common Northside,London,1,1,0,Mixed
101089,Wandsworth,Broomwood Prep - Boys,,26 Bolingbroke Grove,,London,1,1,0,Boys
101090,Wandsworth,Al Risalah Secondary School,Good,145 Upper Tooting Road,,London,1,1,0,Girls
101091,Wandsworth,Parkgate House School,Outstanding,80 Clapham Common,Clapham Common,London,1,0,0,Mixed
101094,Wandsworth,Oak Lodge School,Good,101 Nightingale Lane,Balham,London,1,1,1,Mixed
101099,Wandsworth,Greenmead School,Outstanding,147 Beaumont Road,Southfields,London,1,0,0,Mixed
101102,Wandsworth,Paddock School,Outstanding,Priory Lane,,London,1,1,1,Mixed
101103,Wandsworth,Garratt Park School,Good,Waldron Road,Earlsfield,London,0,1,1,Mixed
101107,Westminster,Barrow Hill Junior School,Good,Bridgeman Street,St John's Wood,London,1,0,0,Mixed
101110,Westminster,Edward Wilson Primary School,Good,Senior Street,,London,1,0,0,Mixed
101111,Westminster,Essendine Primary School,Good,Essendine Road,,London,1,0,0,Mixed
101115,Westminster,George Eliot Primary School,Good,Marlborough Hill,St John's Wood,London,1,0,0,Mixed
101116,Westminster,Hallfield Primary School,Good,Hallfield Estate,,London,1,0,0,Mixed
101117,Westminster,Robinsfield Infant School,Good,Ordnance Hill,,London,1,0,0,Mixed
101120,Westminster,Queen's Park Primary School,Good,Droop Street,,London,1,0,0,Mixed
101121,Westminster,All Souls CofE Primary School,Good,Foley Street,,London,1,0,0,Mixed
101122,Westminster,Burdett-Coutts and Townshend Foundation CofE Primary School,Good,Rochester Street,,London,1,0,0,Mixed
101123,Westminster,Hampden Gurney CofE Primary School,Good,13 Nutford Place,,London,1,0,0,Mixed
101124,Westminster,Our Lady of Dolours Catholic Primary,Good,19 Cirencester Street,Paddington,London,1,0,0,Mixed
101125,Westminster,St Augustines Federated Schools: CofE Primary School,Requires improvement,Kilburn Park Road,Kilburn,London,1,0,0,Mixed
101126,Westminster,St Barnabas' CofE Primary School,Good,St Barnabas Street,Pimlico,London,1,0,0,Mixed
101128,Westminster,St Edward's Catholic Primary School,Good,Lisson Grove,,London,1,0,0,Mixed
101129,Westminster,St Gabriel's CofE Primary School,Good,Churchill Gardens Road,,London,1,0,0,Mixed
101130,Westminster,St George's Hanover Square CofE Primary School,Good,South Street,,London,1,0,0,Mixed
101131,Westminster,Soho Parish CofE Primary School,Good,23 Great Windmill Street,,London,1,0,0,Mixed
101132,Westminster,St James & St John Church of England Primary School,Good,4 Craven Terrace,,London,1,0,0,Mixed
101133,Westminster,St Joseph's RC Primary School,Good,Lanark Road,Maida Vale,London,1,0,0,Mixed
101134,Westminster,St Luke's CofE Primary School,Outstanding,Fernhead Road,,London,1,0,0,Mixed
101135,Westminster,St Mary Magdalene & St Stephen's CofE Primary School,Good,Rowington Close,Warwick Estate,London,1,0,0,Mixed
101136,Westminster,St Mary's Bryanston Square CofE School,Good,Enford Street,,London,1,0,0,Mixed
101137,Westminster,St. Mary of the Angels Catholic Primary School,Good,Shrewsbury Road,Bayswater,London,1,0,0,Mixed
101138,Westminster,"St Matthew's School, Westminster",Good,18 Old Pye Street,Westminster,London,1,0,0,Mixed
101139,Westminster,St Peter's CofE School,Outstanding,Chippenham Mews,Paddington,London,1,0,0,Mixed
101140,Westminster,St Peter's Eaton Square CofE Primary School,Requires improvement,Lower Belgrave Street,,London,1,0,0,Mixed
101141,Westminster,St Saviour's CofE Primary School,Good,Shirland Road,Maida Vale,London,1,0,0,Mixed
101142,Westminster,St Stephen's CofE Primary School,Good,91 Westbourne Park Road,,London,1,0,0,Mixed
101143,Westminster,St Vincent's Catholic Primary School,Outstanding,St Vincent Street,,London,1,0,0,Mixed
101147,Westminster,Christ Church Bentinck CofE Primary School,Outstanding,Cosway Street,Marylebone,London,1,0,0,Mixed
101154,Westminster,St Augustine's Federated Schools: CE High School,Good,Oxford Road,,London,0,1,1,Mixed
101156,Westminster,Arnold House School,,1-3 Loudoun Road,St John's Wood,London,1,1,0,Boys
101157,Westminster,"Queen's College, London",,43-49 Harley Street,,London,1,1,1,Girls
101158,Westminster,Francis Holland School,,Clarence Gate,Ivor Place,London,0,1,1,Girls
101159,Westminster,Westminster Abbey Choir School,,Dean's Yard,,London,1,1,0,Boys
101160,Westminster,Eaton House School,,3-5 Eaton Gate,London,London,1,0,0,Boys
101161,Westminster,Francis Holland School,,39 Graham Terrace,,London,0,1,1,Girls
101162,Westminster,Westminster School,,Little Dean's Yard,,London,0,1,1,Mixed
101166,Westminster,Westminster Cathedral Choir School,,Ambrosden Avenue,,London,1,1,0,Boys
101168,Westminster,The American School in London,,1 Waverley Place,,London,1,1,1,Mixed
101169,Westminster,Saint Christina's School,,25 St Edmund's Terrace,Primrose Hill,London,1,0,0,Mixed
101171,Westminster,ICS London,,7b Wyndham Place,Marylebone,London,1,1,1,Mixed
101174,Westminster,St John's Wood Pre-Preparatory School,Good,St John's Hall,Lord's Roundabout,London,1,0,0,Mixed
101175,Wandsworth,Centre Academy London,,92 St John's Hill,Battersea,London,0,1,1,Mixed
101176,Westminster,Naima Jewish Preparatory School,,21 Andover Place,,London,1,0,0,Mixed
101177,Westminster,Abercorn School,,28 Abercorn Place,,London,1,1,0,Mixed
101181,Westminster,Bales College,,2j Kilburn Lane,,London,0,1,1,Mixed
101182,Westminster,College Park School,Good,Garway Road,,London,1,1,1,Mixed
101184,Westminster,Queen Elizabeth II Jubilee School,Good,Kennet Road,,London,1,1,1,Mixed
101259,Barnet,Bell Lane Primary School,Requires improvement,Bell Lane,Hendon,London,1,0,0,Mixed
101262,Barnet,Brookland Junior School,Good,Hill Top,Hampstead Garden Suburb,London,1,0,0,Mixed
101264,Barnet,Brunswick Park Primary and Nursery School,Good,Osidge Lane,Southgate,London,1,0,0,Mixed
101269,Barnet,Colindale Primary School,Good,Clovelly Avenue,Colindale,London,1,0,0,Mixed
101270,Barnet,Coppetts Wood Primary School,Requires improvement,Coppetts Road,Friern Barnet,London,1,0,0,Mixed
101271,Barnet,Courtland School,Outstanding,Courtland Avenue,Mill Hill,London,1,0,0,Mixed
101274,Barnet,Deansbrook Infant School,Good,Hale Drive,Mill Hill,London,1,0,0,Mixed
101275,Barnet,Dollis Primary School,Good,Pursley Road,Mill Hill,London,1,0,0,Mixed
101278,Barnet,Fairway Primary School and Children's Centre,Good,The Fairway,,London,1,0,0,Mixed
101280,Barnet,Frith Manor Primary School,Good,Lullington Garth,Woodside Park,London,1,0,0,Mixed
101281,Barnet,Garden Suburb Junior School,Good,Childs Way,,London,1,0,0,Mixed
101282,Barnet,Garden Suburb Infant School,Good,Childs Way,Hampstead Garden Suburb,London,1,0,0,Mixed
101285,Barnet,Hollickwood Primary School,Good,Sydney Road,Muswell Hill,London,1,0,0,Mixed
101286,Barnet,Holly Park Primary School,Good,Bellevue Road,Friern Barnet,London,1,0,0,Mixed
101290,Barnet,Manorside Primary School,Good,Squires Lane,Finchley,London,1,0,0,Mixed
101293,Barnet,Monkfrith Primary School,Good,Knoll Drive,,London,1,0,0,Mixed
101294,Barnet,Moss Hall Junior School,Good,187 Nether Street,Finchley,London,1,0,0,Mixed
101295,Barnet,Moss Hall Infant School,Good,Moss Hall Grove,Finchley,London,1,0,0,Mixed
101296,Barnet,Northside Primary School,Good,2 Albert Street,North Finchley,London,1,0,0,Mixed
101298,Barnet,Woodridge Primary School,Good,Southover,,London,1,0,0,Mixed
101299,Barnet,Tudor Primary School,Requires improvement,Queen's Road,Finchley,London,1,0,0,Mixed
101309,Barnet,Chalgrove Primary School,Outstanding,Chalgrove Gardens,Finchley,London,1,0,0,Mixed
101311,Barnet,Sunnyfields Primary School,Good,Hatchcroft,Off Greyhound Hill,London,1,0,0,Mixed
101312,Barnet,Queenswell Infant & Nursery School,Good,Sweets Way,Whetstone,London,1,0,0,Mixed
101313,Barnet,Queenswell Junior School,Good,Sweets Way,Whetstone,London,1,0,0,Mixed
101315,Barnet,All Saints' CofE Primary School NW2,Good,Cricklewood Lane,Childs Hill,London,1,0,0,Mixed
101317,Barnet,Holy Trinity CofE Primary School,Good,Eagans Close,,London,1,0,0,Mixed
101319,Barnet,St John's CofE Junior Mixed and Infant School,Good,Crescent Road,Friern Barnet,London,1,0,0,Mixed
101321,Barnet,St John's CofE Primary and Nursery School,Good,Swan Lane,Whetstone,London,1,0,0,Mixed
101323,Barnet,St Mary's CofE Primary School,Good,Dollis Park,Finchley,London,1,0,0,Mixed
101325,Barnet,St Paul's CofE Primary School N11,Good,The Avenue,Friern Barnet,London,1,0,0,Mixed
101326,Barnet,St Paul's CofE Primary School NW7,Good,The Ridgeway,Mill Hill,London,1,0,0,Mixed
101327,Barnet,"St Andrew's CofE Voluntary Aided Primary School, Totteridge",Good,The Green,Totteridge,London,1,0,0,Mixed
101329,Barnet,All Saints' CofE Nursery and Primary School N20,Good,116 Oakleigh Road North,Whetstone,London,1,0,0,Mixed
101331,Barnet,Our Lady of Lourdes RC School,Good,Bow Lane,Finchley,London,1,0,0,Mixed
101332,Barnet,St Agnes' Catholic Primary School,Outstanding,Thorverton Road,Cricklewood,London,1,0,0,Mixed
101334,Barnet,St Vincent's Catholic Primary School,Good,The Ridgeway,Mill Hill,London,1,0,0,Mixed
101335,Barnet,St Theresa's Catholic Primary School,Good,East End Road,Finchley,London,1,0,0,Mixed
101337,Barnet,St Joseph's Catholic Primary School,Good,Watford Way,Hendon,London,1,0,0,Mixed
101338,Barnet,Sacred Heart Roman Catholic Primary School,Good,2 Oakleigh Park South,Whetstone,London,1,0,0,Mixed
101339,Barnet,Blessed Dominic Catholic Primary School,Outstanding,Great Strand,,London,1,0,0,Mixed
101341,Barnet,Menorah Primary School for Girls,Outstanding,The Wohl Campus,1-3 the Drive,London,1,0,0,Girls
101345,Barnet,Friern Barnet School,Good,Hemington Avenue,Friern Barnet,London,0,1,0,Mixed
101356,Barnet,Osidge Primary School,Good,Chase Side,Southgate,London,1,0,0,Mixed
101361,Barnet,St Michael's Catholic Grammar School,Outstanding,Nether Street,North Finchley,London,0,1,1,Girls
101362,Barnet,Finchley Catholic High School,Good,Woodside Lane,Finchley,London,0,1,1,Boys
101364,Barnet,St James' Catholic High School,Good,Great Strand,Colindale,London,0,1,1,Mixed
101367,Barnet,Mill Hill School Foundation,,The Ridgeway,Mill Hill Village,London,1,1,1,Mixed
101369,Barnet,The King Alfred School,,149 North End Road,,London,1,1,1,Mixed
101375,Barnet,Annemount School,,18 Holne Chase,Hampstead Garden Suburb,London,1,0,0,Mixed
101376,Barnet,Mathilda Marks-Kennedy Jewish Primary School,Good,68 Hale Lane,Mill Hill,London,1,0,0,Mixed
101378,Barnet,Goodwyn School,,Hammers Lane,Mill Hill,London,1,0,0,Mixed
101381,Barnet,Kerem School,,Norrice Lea,Hampstead Garden Suburb,London,1,0,0,Mixed
101385,Barnet,Pardes House Grammar School,Inadequate,Hendon Lane,Finchley,London,0,1,0,Boys
101388,Barnet,Beth Jacob Grammar School for Girls,Requires improvement,Stratford Road,Hendon,London,0,1,1,Girls
101391,Barnet,Dwight School London,,6 Friern Barnet Lane,,London,1,1,1,Mixed
101393,Barnet,Brampton College,,Lodge House,Lodge Road,London,0,1,1,Mixed
101395,Barnet,Northway School,Outstanding,The Fairway,Mill Hill,London,1,0,0,Mixed
101396,Barnet,Oakleigh School & Acorn Assessment Centre,Outstanding,Oakleigh Road North,Whetstone,London,1,0,0,Mixed
101397,Barnet,Mapledown School,Good,Claremont Road,Cricklewood,London,0,1,1,Mixed
101434,Bexley,Dulverton Primary School,Good,Dulverton Road,New Eltham,London,1,0,0,Mixed
101495,Brent,Anson Primary School,Good,Anson Road,,London,1,0,0,Mixed
101496,Brent,Brentfield Primary School,Good,41-43 Meadow Garth,,London,1,0,0,Mixed
101498,Brent,Carlton Vale Infant School,Good,Malvern Place,Kilburn,London,1,0,0,Mixed
101499,Brent,Harlesden Primary School,Good,Acton Lane,,London,1,0,0,Mixed
101503,Brent,Kingsbury Green Primary School,Good,Old Kenton Lane,Kingsbury,London,1,0,0,Mixed
101507,Brent,Malorees Infant School,Good,Christchurch Avenue,,London,1,0,0,Mixed
101508,Brent,Northview Junior and Infant School,Good,Northview Crescent,,London,1,0,0,Mixed
101511,Brent,Roe Green Junior School,Good,Princes Avenue,Kingsbury,London,1,0,0,Mixed
101512,Brent,Roe Green Infant School,Good,Princes Avenue,Kingsbury,London,1,0,0,Mixed
101518,Brent,Wykeham Primary School,Outstanding,Aboyne Road,,London,1,0,0,Mixed
101520,Brent,Donnington Primary School,Good,Uffington Road,,London,1,0,0,Mixed
101521,Brent,The Stonebridge School,Requires improvement,Shakespeare Avenue,,London,1,0,0,Mixed
101522,Brent,Newfield Primary School,Good,Longstone Avenue,Willesden,London,1,0,0,Mixed
101524,Brent,Mitchell Brook Primary School,Good,Bridge Road,Brent,London,1,0,0,Mixed
101527,Brent,Salusbury Primary School,Good,Salusbury Road,Kilburn,London,1,0,0,Mixed
101528,Brent,Oliver Goldsmith Primary School,Good,Coniston Gardens,Kingsbury,London,1,0,0,Mixed
101530,Brent,Mora Primary School,Good,Mora Road,Cricklewood,London,1,0,0,Mixed
101531,Brent,Fryent Primary School,Good,Church Lane,Kingsbury,London,1,0,0,Mixed
101534,Brent,John Keble CofE Primary School,Good,Crownhill Road,,London,1,0,0,Mixed
101535,Brent,Princess Frederica CofE Primary School,Good,College Road,,London,1,0,0,Mixed
101537,Brent,St Mary's CofE Primary School,Good,Garnet Road,Willesden,London,1,0,0,Mixed
101542,Brent,St Mary Magdalen's Catholic Junior School,Good,Linacre Road,Willesden Green,London,1,0,0,Mixed
101543,Brent,St Robert Southwell Catholic Primary School,Outstanding,Slough Lane,Kingsbury,London,1,0,0,Mixed
101544,Brent,Convent of Jesus and Mary RC Infant School,Outstanding,21 Park Avenue,,London,1,0,0,Mixed
101545,Brent,Our Lady of Lourdes Catholic Primary School,Good,Wesley Road     Hillside,Harlesden,London,1,0,0,Mixed
101554,Brent,Malorees Junior School,Good,Christchurch Avenue,,London,1,0,0,Mixed
101555,Brent,St Joseph's Roman Catholic Primary School,Outstanding,Goodson Road,Willesden,London,1,0,0,Mixed
101556,Brent,The Kilburn Park School Foundation,Good,Malvern Road,,London,1,0,0,Mixed
101564,Brent,Newman Catholic College,Good,Harlesden Road,Brent,London,0,1,1,Boys
101572,Brent,St Nicholas School,,22 Salmon Street,Kingsbury,London,1,0,0,Mixed
101573,Ealing,"Ysgol Gymraeg Llundain, London Welsh School",Good,Hanwell Community Centre,Westcott Crescent,London,1,0,0,Mixed
101574,Brent,Islamia Primary School,Good,129 Salusbury Road,,London,1,0,0,Mixed
101575,Brent,Islamia School for Girls',Good,129 Salusbury Road,,London,0,1,0,Girls
101576,Brent,Al-Sadiq School,,126 Chevening Road,,London,1,1,0,Mixed
101581,Brent,Phoenix Arch School,Good,Drury Way,,London,1,0,0,Mixed
101693,Bromley,Eltham College,,Grove Park Road,Mottingham,London,1,1,1,Mixed
101776,Croydon,Heavers Farm Primary School,Good,58 Dinsdale Gardens,South Norwood,London,1,0,0,Mixed
101778,Croydon,Downsview Primary and Nursery School,Good,Biggin Way,Upper Norwood,London,1,0,0,Mixed
101783,Croydon,Rockmount Primary School,Outstanding,Chevening Road,Upper Norwood,London,1,0,0,Mixed
101785,Croydon,Norbury Manor Primary School,Good,Abingdon Road,Norbury,London,1,0,0,Mixed
101787,Croydon,All Saints CofE Primary School,Good,Upper Beulah Hill,Upper Norwood,London,1,0,0,Mixed
101803,Croydon,St Joseph's RC Infant School,Good,Crown Dale,Upper Norwood,London,1,0,0,Mixed
101856,Croydon,Priory School,Good,Hermitage Road,Upper Norwood,London,0,1,1,Mixed
101867,Ealing,Acton Gardens Primary School,Good,Osborne Road,Acton,London,1,0,0,Mixed
101868,Ealing,East Acton Primary School,Good,East Acton Lane,Acton,London,1,0,0,Mixed
101870,Ealing,North Ealing Primary School,Good,Pitshanger Lane,Ealing,London,1,0,0,Mixed
101873,Ealing,St John's Primary School,Outstanding,St John's Primary School,Green Man Gardens,London,1,0,0,Mixed
101874,Ealing,St Mark's Primary School,Good,Lower Boston Road,Hanwell,London,1,0,0,Mixed
101875,Ealing,West Twyford Primary School,Good,Twyford Abbey Road,,London,1,0,0,Mixed
101876,Ealing,West Acton Primary School,Good,Noel Road,Acton,London,1,0,0,Mixed
101877,Ealing,Mayfield Primary School,Good,High Lane,Hanwell,London,1,0,0,Mixed
101881,Ealing,Drayton Green Primary School,Requires improvement,Drayton Grove,West Ealing,London,1,0,0,Mixed
101888,Ealing,Hobbayne Primary School,Good,Greenford Avenue,Hanwell,London,1,0,0,Mixed
101889,Ealing,John Perryn Primary School,Good,Long Drive,Acton,London,1,0,0,Mixed
101890,Ealing,Southfield Primary School,Outstanding,Southfield Road,Bedford Park,London,1,0,0,Mixed
101895,Ealing,Derwentwater Primary School,Good,Shakespeare Road,Acton,London,1,0,0,Mixed
101897,Ealing,Fielding Primary School,Outstanding,Wyndham Road,Ealing,London,1,0,0,Mixed
101904,Ealing,Little Ealing Primary School,Good,Weymouth Avenue,Ealing,London,1,0,0,Mixed
101905,Ealing,Oaklands Primary School,Outstanding,Oaklands Road,Hanwell,London,1,0,0,Mixed
101912,Ealing,Montpelier Primary School,Good,Montpelier Road,Ealing,London,1,0,0,Mixed
101919,Ealing,Mount Carmel Catholic Primary School,Good,Little Ealing Lane,Ealing,London,1,0,0,Mixed
101923,Ealing,St Gregory's Catholic Primary School,Good,Woodfield Road,Ealing,London,1,0,0,Mixed
101924,Ealing,St Joseph's Catholic Primary School,Good,York Avenue,Hanwell,London,1,0,0,Mixed
101926,Ealing,St Vincent's Catholic Primary School,Outstanding,1 Pierrepoint Road,Acton,London,1,0,0,Mixed
101939,Ealing,Brentside High School,Good,Greenford Avenue,Hanwell,London,0,1,1,Mixed
101941,Ealing,The Ellen Wilkinson School for Girls,Outstanding,Queen's Drive,Acton,London,0,1,1,Girls
101944,Ealing,Durston House School,,12-14 Castlebar Road,Ealing,London,1,1,0,Mixed
101945,Ealing,Harvington Prep School,,20 Castlebar Road,Ealing,London,1,0,0,Girls
101946,Ealing,St Augustine's Priory,,Hillcrest Road,Ealing,London,1,1,1,Girls
101957,Ealing,King Fahad Academy,,Bromyard Avenue,Acton,London,1,1,1,Mixed
101958,Ealing,The Japanese School,Inadequate,87 Creffield Road,Acton,London,1,1,0,Mixed
101959,Haringey,Greek Secondary School of London,Inadequate,22 Trinity road,Wood Green,London,0,1,1,Mixed
101961,Ealing,Orchard House School,,16 Newton Grove,,London,1,0,0,Mixed
101962,Ealing,Avenue House School,,70 The Avenue,,London,1,0,0,Mixed
101966,Ealing,Castlebar School,Outstanding,Hathaway Gardens,Ealing,London,1,0,0,Mixed
101970,Ealing,Springhallow School,Good,Compton Close,Cavendish Avenue,London,1,1,1,Mixed
101971,Ealing,St Ann's School,Outstanding,Springfield Road,Hanwell,London,0,1,1,Mixed
101988,Enfield,Eldon Primary School,Good,Eldon Road,Edmonton,London,1,0,0,Mixed
101989,Enfield,Firs Farm Primary School,Good,Rayleigh Road,Palmers Green,London,1,0,0,Mixed
101992,Enfield,Garfield Primary School,Good,Upper Park Road,New Southgate,London,1,0,0,Mixed
101996,Enfield,Hazelwood Junior School,Good,Hazelwood Lane,,London,1,0,0,Mixed
101997,Enfield,Hazelwood Infant School,Good,Hazelwood Lane,,London,1,0,0,Mixed
101998,Enfield,Honilands Primary School,Good,Lovell Road,London Borough of Enfield,London,1,0,0,Mixed
102006,Enfield,Tottenhall Infant School,Good,Tottenhall Road,Palmers Green,London,1,0,0,Mixed
102022,Enfield,De Bohun Primary School,Good,Green Road,Southgate,London,1,0,0,Mixed
102025,Enfield,Eversley Primary School,Outstanding,Chaseville Park Road,,London,1,0,0,Mixed
102026,Enfield,St Michael at Bowes CofE Junior School,Good,Tottenhall Road,,London,1,0,0,Mixed
102030,Enfield,St Andrew's Southgate Primary School (CE),Good,297 Chase Road,Southgate,London,1,0,0,Mixed
102032,Enfield,St John and St James CofE Primary School,Good,Grove Street,Edmonton,London,1,0,0,Mixed
102035,Enfield,St Paul's CofE Primary School,Good,Ringwood Way,Winchmore Hill,London,1,0,0,Mixed
102039,Enfield,St Monica's RC Primary School,Good,Cannon Road,Southgate,London,1,0,0,Mixed
102040,Enfield,Our Lady of Lourdes Catholic Primary School,Good,The Limes Avenue,,London,1,0,0,Mixed
102041,Enfield,Latymer All Saints CofE Primary School,Good,41 Hydethorpe Avenue,Edmonton,London,1,0,0,Mixed
102045,Enfield,Winchmore School,Good,Laburnum Grove,Winchmore Hill,London,0,1,1,Mixed
102053,Enfield,St Anne's Catholic High School for Girls,Outstanding,Oakthorpe Road,Palmers Green,London,0,1,1,Girls
102055,Enfield,The Latymer School,Good,Haselbury Road,,London,0,1,1,Mixed
102056,Enfield,Laurel Park School,Requires improvement,Wilmer Way,,London,0,1,1,Mixed
102060,Enfield,Keble Preparatory School,,Wades Hill,Winchmore Hill,London,1,1,0,Mixed
102062,Enfield,Grange Park Preparatory School,,13 The Chine,Grange Park,London,1,0,0,Mixed
102064,Enfield,Vita Et Pax School,,6a Priory Close,Green Road,London,1,0,0,Mixed
102067,Enfield,West Lea School,Outstanding,Haselbury Road,Edmonton,London,1,1,1,Mixed
102069,Enfield,Oaktree School,Good,Chase Side,Southgate,London,1,1,1,Mixed
102078,Haringey,Belmont Junior School,Good,Rusper Road,,London,1,0,0,Mixed
102079,Haringey,Belmont Infant School,Good,Rusper Road,,London,1,0,0,Mixed
102080,Haringey,Bounds Green Junior School,Good,Bounds Green Road,,London,1,0,0,Mixed
102081,Haringey,Bounds Green Infant School,Outstanding,Bounds Green Road,,London,1,0,0,Mixed
102084,Haringey,Campsbourne Junior School,Good,Nightingale Lane,,London,1,0,0,Mixed
102085,Haringey,Campsbourne Infant School,Good,Nightingale Lane,,London,1,0,0,Mixed
102087,Haringey,The Devonshire Hill Nursery &  Primary School,Good,Weir Hall Road,Tottenham,London,1,0,0,Mixed
102091,Haringey,Earlsmead Primary School,Good,Broad Lane,Tottenham,London,1,0,0,Mixed
102092,Haringey,Highgate Primary School,Outstanding,North Hill,,London,1,0,0,Mixed
102094,Haringey,Lancasterian Primary School,Good,King's Road,Tottenham,London,1,0,0,Mixed
102097,Haringey,Coldfall Primary School,Outstanding,Coldfall Avenue,Muswell Hill,London,1,0,0,Mixed
102098,Haringey,Tetherdown Primary School,Good,Grand Avenue,,London,1,0,0,Mixed
102106,Haringey,Rokesly Junior School,Good,Rokesly Avenue,,London,1,0,0,Mixed
102107,Haringey,Rokesly Infant & Nursery School,Good,Hermiston Avenue,Crouch End,London,1,0,0,Mixed
102110,Haringey,South Harringay Junior School,Outstanding,Pemberton Rd,,London,1,0,0,Mixed
102111,Haringey,South Harringay Infant School,Good,Pemberton Road,Haringey,London,1,0,0,Mixed
102115,Haringey,West Green Primary School,Good,Woodlands Park Road,Tottenham,London,1,0,0,Mixed
102120,Haringey,Tiverton Primary School,Requires improvement,Pulford Road,,London,1,0,0,Mixed
102121,Haringey,Coleridge Primary School,Outstanding,Crouch End Hill,Hornsey,London,1,0,0,Mixed
102124,Haringey,Welbourne Primary School,Requires improvement,Stainby Road,Tottenham,London,1,0,0,Mixed
